1036	location1 is pretty good the high street has a good general selection of amenities , its safe ( its the most jewish of london suburbs , and they are generally a quiet and peaceful bunch ) and it has good transport connections	location1	general	Positive
1037	yes location1 is okay	location1	general	Positive
1038	have a look at this link and you ' ll see what i ' m talking about : most younger people like to live nearer the london , so in zones 2 or 3 . if you live in a not so nice area of zone 2 ( eg location2 ) you could rent a decent 2 bed for around 900 per month , but if you wanted to live in a good area of zone 2 ( eg location1 ) you ' d probably be paying double that at least have a look at websites such as gumtree	location1	general	None
1039	may i suggest you look at location1	location1	general	Positive
103	my husband was born and educated in location1i was n't born there , but moved out of london and received my secondary ed	location1	general	None
1040	i ' m in touch with a very nice family , but they live in location1 and this is the zone 4 of the london	location1	general	None
1041	i ca n't imagine that someone in e g location1 would think it worthwhile to go all the way to e g location2 to swim	location1	general	None
1042	location1 is quite a long way out and is expensive	location1	general	None
1043	you then go back to your hotel realising it was a big mistake and you should have spent a day in location1 instead	location1	general	None
1044	for example ; i live in location1 but i always say location2	location1	general	None
1045	if you go by tube then west location1 is nice	location1	general	Positive
1046	on the kent side there is location1	location1	general	None
1047	its london : london , borough : location1 , area : location2	location1	general	None
1048	do n't even think about driving if working in location1	location1	general	None
1049	location1 is the place for you	location1	general	Positive
104	location1 is on the metropolitan line of the underground ; the trains are frequent and take 35 minutes to location1	location1	general	None
1050	at the heart of london is location1 area which is in accessible proximity to buckingham palace	location1	general	None
1051	( highly recommended ) location1	location1	general	Positive
1052	in location2 location1 has some nice streets	location1	general	Positive
1053	i lived in location1 for years and years and had no bother	location1	general	None
1054	for example , location1 does n't have a cinema ( it used to , a long time ago	location1	general	None
1055	location1 is the posh part of location2 but it still has some horrible estates too	location1	general	None
1056	paul o '  grady has put location1 dog ' s home on the map go to champdogs	location1	general	None
1057	if you want slightly nicer look at homes in location1	location1	general	Positive
1058	the area around location2 is well served by the jubilee line which takes you directly to bond street ( near location1 )	location1	general	None
1059	location1 is full of bnp and jobless people	location1	general	Negative
105	i ' m only too glad my parents ( cockneys of the first order ) were not able to see london change so badly one really nice area is location2 or location1	location1	general	None
1060	location1 has connections to gatwick and luton airports , and lots of cool places that you might want to visit like brighton	location1	general	None
1061	i used to live on location1 road and to be honest it was the nicest , most fun place ever	location1	general	Positive
1062	they are very different so it depends on what you think is better location1 area is very green with lots of families	location1	general	None
1063	i ' ve heard location1 is safe from a police officer but i have no idea how expensive it is	location1	general	None
1064	i would say location1 , but being one of the nicer areas from your list the housing will be really expensive	location1	general	Positive
1065	location1 : )	location1	general	None
1066	location1 is gorgeous and has the blend of uber rich and middle class , v	location1	general	Positive
1067	contrary to my advice , if you do go there , do n't move to location1	location1	general	None
1068	the absolute cheapest part of london to live in is the location1 area	location1	general	None
1069	location1 village near the common is far nicer if you can afford it	location1	general	Positive
106	i come from south london and really want to no why so many people think cockneys only come from location1	location1	general	None
1070	for the most part , location1 is a nice area	location1	general	Positive
1071	i live near the m25 next to the location1 bridge	location1	general	None
1072	as much as i love location1 , i would n't say it ' s the best it also depends on what your looking for in an area	location1	general	None
1073	location1 market a plethora of stalls , shops , and foods from all different cultures and countries	location1	general	None
1074	go for somewhere as close to location1 as possible as its generally safer	location1	general	Positive
1075	these areas are mainly in location1	location1	general	None
1076	what scares me most is if this is location1 during the day heavens knows what it becomes of a night	location1	general	None
1077	do n't even think of living in location1	location1	general	None
1078	i ' d go for location1 , if i were you	location1	general	Positive
1079	i have lived in location1 for the past six years and love it here	location1	general	Positive
107	location1 is great too , and the area around liverpool road side would n't be too far from location2	location1	general	Positive
1080	it has mainly muslim immigrants in location1 now i live there	location1	general	None
1081	the church is st mary le location1 location2 google it	location1	general	None
1082	also location1 i like so much , but it ' s a bit more expensive	location1	general	Positive
1083	location1 is a pretty nice area	location1	general	Positive
1084	its near the tube stop location1 its a brilliant club and very popular	location1	general	None
1086	location1 is where the olympics will take place and they plane to turn the olympic village into location1 london	location1	general	None
1087	location1 in particular is a very high crime area that ' s an inflated figure	location1	general	None
1088	location1 is however rarther close to the london	location1	general	None
1089	location1 and location2 may use `` kent ' ' in their postal addresses but they are definitely boroughs of greater london	location1	general	None
108	when you say 30 min from location1 , is that on the tube	location1	general	None
1090	location1 is different though- its a bit of a run down area so dont expect too much when you get there however the students take over most of it so you ' ll be safe enough	location1	general	Negative
1091	location1 feels outside my home area even though i am familiar with the geography of it	location1	general	None
1092	yes location1 is south london	location1	general	None
1093	as long as you can afford to live in location1 , it ' s way nicer ( :	location1	general	Positive
1094	the location1 one has viewing areas across the olympic site	location1	general	None
1095	it was a series of hamlets and now you see location2 / location1 etc which are areas of london that used to be hamlets	location1	general	None
1096	location1 was more affordable , still active and young , and on easy transport lines	location1	general	None
1097	you can use the areas of location2 and location1 , grosvenor square and so on	location1	general	None
1098	location1 baby	location1	general	None
1099	location1 has a lot of trendy clubs but you will have to pay around 10-15 for a drink	location1	general	None
109	everybody associates location1 with a large indian community	location1	general	None
10	steer clear of location1	location1	general	Negative
1100	location1 london farm has donkey rides , pony-care classes , and milking demonstrations , all available on request , as well as a range of talks on the farm and lots of hands-on-work with the animals	location1	general	None
1102	upon tellin '  ' em that she recognised their accents , and askin '  where she was from , she was told `` location1 ' '	location1	general	None
1103	good luck i worked extensively around london and i would agree that location1 would not be my first choice to live	location1	general	None
1104	people in location1 are playful , you get a lot of themed nights , street art , great cutting edge electronica music and bands	location1	general	None
1105	location1 is a bit on the expensive side but its worth it	location1	general	Positive
1106	location1 is full of tourists shopping at harrods and harvey nichols	location1	general	None
1107	i live in location1 at the moment , which is quite far away	location1	general	None
1108	talking of trains , to get to the museum in location1 you need to take the dlr ( docklands light railway )	location1	general	None
1109	or location1	location1	general	None
110	ludditesome areas of london are safer than others and location1 according to the met has one of the highest crime rates	location1	general	None
1110	location1 is an area on the rise	location1	general	Positive
1111	location1 around coram fields is very central , very ' child-friendly '  , and very ' teen-ager-friendly '  too	location1	general	None
1112	location1 is far better	location1	general	Positive
1113	maybe it ' s better to save location1 for days and nights out , record shopping , and gigs	location1	general	None
1114	hope i could help a bit i do n't know much about location2 or location1	location1	general	None
1115	location1in south london	location1	general	None
1116	and then there ' s location2 or right in the heart of location1	location1	general	None
1117	hi there , i live in south london and location1 is my nearest tube station	location1	general	None
1118	as for location1 itself , the little i ' ve seen of it seems to be a lot of commuter flats , i could n't comment on culture and nightlife though	location1	general	None
1119	i was born in location1 and now have a flat in location2	location1	general	None
111	do some online research to give you an idea what ' s out there , but going to see a show in london ' s location1 is always a good idea	location1	general	None
1120	location1 market is pretty much all tourists	location1	general	None
1121	it comes under the kent county councileven though london red buses run to and from location1	location1	general	None
1122	i live in location1 which i love which is not much more central , but is a hell of a lot busier with tourists	location1	general	Positive
1123	location1good shops , some nice restaurants/bars , a little out of central london but very easy to get to most places on the central line or by bus	location1	general	None
1124	well there is a cattery in location1	location1	general	None
1125	even location1 now is boasting huge rents because the london workers are moving in	location1	general	None
1126	location1 is beautiful	location1	general	Positive
1127	location1 is a pretty good place to live as it is close to a lot of public transportation , mainly tube and busses that will run through a lot of places in london	location1	general	None
1128	you would likely have to share a bedsit first of all you need a student visa- you need to go to the uk immigration and visa site and read the rules and the procedure a place called location1 20 mins by train from london location2	location1	general	None
1129	lovely , affluent , posh location1	location1	general	Positive
112	location1 has always had a large jewish population	location1	general	None
1130	hang out at location1 , after a trip to the tate modern	location1	general	None
1131	the town we were in was called location1it was reasonable and very nice	location1	general	Positive
1132	location1 and location2 are is full of more pretentious hipsters than chavs	location1	general	None
1133	near location1 station is a good place to be because it ' s a walk away from the middle of london	location1	general	None
1134	or look at location1	location1	general	Positive
1135	the problem with location1 is terrible aircraft noise from heathrow	location1	general	None
1136	there is also a page on the site called ' the worst things in location1 ' 	location1	general	None
1137	generally , i would not recommend location1 , unless have really big budget	location1	general	Negative
1138	as others have said avoid location1 like the plagueits got no soul	location1	general	Negative
113	location1 is the worst	location1	general	Negative
1140	not all of location1 is bad	location1	general	Positive
1141	location1 ver close 2 london and good communication	location1	general	None
1142	my preference would be to go to location1	location1	general	Positive
1143	a lot of events happen in location1 , for example : katie price and others do book signings there ; jls performed there one-off concert in the fairfields hall ( i ' ve performed there before	location1	general	None
1144	until 1965 , the county of london was much smaller and location1 was definitely in kent	location1	general	None
1145	location1 ' s significantly cheaper than location1	location1	general	None
1146	another place that ' s great to go is location1	location1	general	Positive
1147	in general , west london or location1 are a bit ' safer '  than location2 or south london	location1	general	None
1148	location1 is okay	location1	general	Positive
1149	being in location1 you would be very close to the centre	location1	general	None
114	i ' m ready to get on the property ladder and location1 is out of my budget	location1	general	None
1150	check my profile if your interested i live in location1 which is great	location1	general	None
1151	for fish and chips , in location1 go to the rock and sole plaice in endell street	location1	general	None
1152	location1 is more like a village	location1	general	None
1153	my father was a true ' cockney '  being born and raised in lydia street , location1	location1	general	None
1154	if he is driving living in location2 would mean the location1 tunnel under the thames every day	location1	general	None
1155	there ' s one place you must visit here in londonlocation1 and it ' s markets	location1	general	None
1156	i ' d rather live in location1	location1	general	None
1157	a visit to one of the westfield shopping centres at location1	location1	general	None
1158	easy try location1 used to be a predominantly jewish area , but now is home to many middle eastern people too you want arabic muslims or jews	location1	general	None
1159	highstreets : well location1 is defiantly the best high street with shops , rearurants and much more	location1	general	None
115	location1 is quite a diverse suburban borough with a large asian population as well as white lower middle to middle class people	location1	general	None
1160	there are also classical music venues such as the location2 and the location1	location1	general	None
1161	i expect people from location1 are keen to remain living around there	location1	general	None
1162	location1 splits into upper and lower location1	location1	general	None
1163	location1 no longer exists as an administrative county	location1	general	None
1164	yes location1 has a lot of immigrants , but is still a nice place to live it is a nice place	location1	general	Positive
1165	location1 is good the choice is huge as is the broad nature of your question	location1	general	Positive
1166	location1 is a bit younger , and more creativekate moss , chris martin and gwyneth paltrow , alan rickman , sienna miller etc all live there	location1	general	None
1167	baring in mind that many people do commute , so you could actually live the other end of the northern line ( the black one ) and still get to location1 within 45 mins	location1	general	None
1168	foreigners can find multiple reasons to choose location1 to settle	location1	general	None
116	location1 use to be really bad but it is getting better	location1	general	Positive
1170	location1 was n't such a nice area but it did n't take long to get into location2	location1	general	Negative
1171	location1 is not a crime hotspot probably just drunks	location1	general	None
1172	location1 is a mixture , too	location1	general	None
1173	location1 even has a lovely big park , so you can go for walks etc good luck	location1	general	None
1174	after a few years away from the area i ' ve now moved to location1 and i know you ca n't get away with it now because there is a conductor on the train so often	location1	general	None
1175	personally i dont like the location1 area as much , tho this is cos i always get stuck in traffic there , ha ha	location1	general	Negative
1176	lived 2 months in location1 and also thought it was nice	location1	general	Positive
1177	some also have big high streets and lots of shops to rival oxford / regents street like location1	location1	general	None
1178	there were definitely more groups of young men roaming the streets in location1 , compared to where i lived ( location2 )	location1	general	None
1179	also try location1 , one of my favourite places in the capital	location1	general	Positive
117	actually my friend lives in south east in location1 and its terrible	location1	general	Negative
1180	also , location1 has both national rail and overground trains	location1	general	None
1181	i keep finding places that say location1 and location2 ; are these suburbs within the suburbs	location1	general	None
1182	the big advantage of location1 is the transport links at finsbury park station you ' ve got two tube lines and mainline rail lines and can get to just about anywhere in london easily	location1	general	None
1183	location1 , the same thing , and very very pricey in the nicest places , but not guaranteed safe	location1	general	None
1184	i live in location1 council	location1	general	None
1185	seeing a location1 show is always good	location1	general	None
1186	my friend got mugged on the kings road in location1 at 8pm at night , on a summers evening on a friday night will lots of people on the streets	location1	general	None
1187	the address for the school is : 114 location1 lane london , w1u 2hh , united kingdom	location1	general	None
1188	i was not to keen on location1 at all	location1	general	Negative
1189	why do n't you see for yourself and visit location1 and see what the neighbourhood is like	location1	general	None
118	the winter wonderland at location1 is particular popular with both residents of london and visitors to the london	location1	general	None
1190	location1 lane also has several ' mansions ' 	location1	general	None
1191	i liv in location1 in location2 which is a place where a lot of violence happens wiv gangs e	location1	general	None
1192	i would put in a good word for location1 though	location1	general	Positive
1193	i did n't get to either this or the roundwookd park ( location1 ) display , but at least there was plenty to enjoyor endure- and `` remember ' ' right up to midnight	location1	general	None
1194	there is a large supermarket in location1 , a really great public library	location1	general	None
1195	i used to live on gray ' s inn road about 2 blocks from the address you listed and i went to school in location1	location1	general	None
1196	location1 has a se1 or ec3 post code so you can just pick out any hotels/restaurants in that area	location1	general	None
1197	i live in location1 , near location2	location1	general	None
1198	location1 in the east end is vibrant , try the lanes bar at the opposite end to trumans brewery	location1	general	Positive
1199	definitely recommend location1	location1	general	Positive
119	so i think having lived here in location1 for nearly fifty years i am able to advise a little without heading out into hyberbole	location1	general	None
11	can recommend location1 in south london	location1	general	Positive
1200	location1 is also fun and full of young people but i do n't think you want to be in sw	location1	general	Positive
1201	location1 is kind of an unknown borough , as most people think it is still essex , but it has officially been a part of london for the last 50 years	location1	general	None
1202	location1 inside the 25 or st albans only just outside i ' d prefer st albans	location1	general	None
1203	location1 is more expensive , but so worth it it ' s such a nice place to live with really nice gardens and stuff to do	location1	general	None
1204	one of the recreational parks in location1 is gladestone park	location1	general	None
1205	there are smaller villages around location1 with access to the main rail line to location2	location1	general	None
1206	location1 i am an american living in thailand	location1	general	None
1207	location1 is an inner location2 of london	location1	general	None
1208	most of location1 is fine	location1	general	Positive
1209	location1 has got ta be the nicest place to live in the whole of london	location1	general	None
120	however my boyfriend lives in location1 and it seems like a lovely place to live	location1	general	None
1210	i live in location1 , been here 11 years with no problems	location1	general	None
1211	location1 too with its lovely park and lively market is also a cool place	location1	general	None
1212	i love location1	location1	general	Positive
1213	the whole of the location1 area is very crowded	location1	general	None
1214	location1 is alright and nothing bad going to happen to you	location1	general	Positive
1215	i live pretty near to location1	location1	general	None
1216	location1 is by far the most cosmopolitan with large immigrant populaces	location1	general	None
1217	traffic is a nightmare with location1 having a one way system	location1	general	None
1218	i really love location1 , there are some beautiful houses in the conservation area , there is broadway market and it ' s on the tube	location1	general	Positive
1219	location1 is absolutely beautiful	location1	general	Positive
121	a bit further out like location1 might satisfy you if you do n't mind commuting	location1	general	Positive
1220	location1 , it ' s quite hip ' 	location1	general	Positive
1221	location1 is a long way , both geographically and socially , from central london if you need to ask questions like this , you really should n't be writing a novel about it	location1	general	None
1222	take a trip there to location1 road and check it out for yourself	location1	general	None
1223	there are 4 international airports location1 , gatwick , location2 and luton	location1	general	None
1224	location2 is right next to location1 , and shopping and basically the centre of london	location1	general	None
1225	location1 cycling club , london	location1	general	None
1226	location1 is pretty nice , i thought	location1	general	Positive
1227	good tesco supermarket just behind the location1 ( which got a bit noisy during the ashes )	location1	general	None
1228	no point recommending you a million pound house in surrey if you work in location1 as a bin man	location1	general	None
1229	location1 has the tube system while south relies on the overground trains , both have good bus routes	location1	general	None
122	eg i wouldnt move to location1	location1	general	Negative
1230	its not chiswig but location1	location1	general	None
1231	try these links below for location1see what they got	location1	general	None
1232	i lived in location1 for 20 years , and was using an inhaler about 3 times a day	location1	general	None
1233	my friends lived in one of these blocks of flats and on the estate there were 40 blocks all the same with no trees concrete yards and behind the location1 cricket ground most are still standing my school was 4 stories high the tallest in location2 before ww2 built in about 1868 and is still a school i paid them a visit in 2007.i ' m a teenage girl who would like to leave these unites states of america i ' ve always lived in and spend a summer in london	location1	general	None
1234	location1 is not a bad place too	location1	general	Positive
1235	location1 is a bit rough	location1	general	None
1236	the area between location2 and location1 is considered the least appealing	location1	general	None
1237	location1 is horrible yes it is in fact i was there last weekend i work in the location1 area , and within the last three weeks the owner of the sandwich shop directly opposite was murdered by a drug crazed ex-employee , and just yesterday , a man was shot dead inside se-one nightclub	location1	general	Negative
1238	margaret thatcher lived in location1 after her time as prime minister	location1	general	None
1239	location1 is a fantastic place , lively and happening	location1	general	Positive
123	hope that helps very good i think location1 ( n7 ) is getting expensive for very solid reasons	location1	general	None
1240	parts of location1	location1	general	None
1241	location1 is on the northern line underground	location1	general	None
1242	location1 station is perfectly , perfectly fineits well lit on a main road with loads of people	location1	general	Positive
1243	location1 in location1 is a nice area and i have a feeling it was voted one of the best places to live in england	location1	general	Positive
1244	and location1 is ten mins direct on the tube to location2 :	location1	general	None
1245	location1 has a bad rep and lots of shady council estates , but there is also a huge student population and thriving music scene	location1	general	None
1246	you ' re looking at the wrong london the location1 has marketing agencies all over , but particularly in the location2 area which is the original home of ad agencies and the like	location1	general	None
1247	i was living in location2 and working in the london ( location1 )	location1	general	None
1248	i have lived in location1 for 25 years and it ' s now one the most safest places to live	location1	general	None
1249	on 60k in reading , / london not so sure we live about an hour from the centre of london in surrey ( byfleetwhich is between location2 and location1 )	location1	general	None
124	hi there i guess it depends in your area , i live in southeast london , there is something called adult education , ie location1 adult education or location2 adult education and there are lots of others maybe your area has one	location1	general	None
1250	i have been looking around location1 church and devon road area	location1	general	None
1251	the location1 is made up of royal boroughs ( only really different in name ) and includes most of the government buildings	location1	general	None
1252	location1 is a heartland of black culture , though	location1	general	None
1253	location1 has the largest black african population , i ' m not sure about black in general	location1	general	None
1254	there is a tube station right across from the location1 which is on a main street of shops , restaurants , hotels , etc it is a very central part of london , and very nice	location1	general	Positive
1255	we used to live in location1 near the sugar loaf pub	location1	general	None
1256	ray doing what many think is probably the closest we ' ll ever get to the voice of king henry viii who was born right here where i am in location1 and who undoubtedly spoke rather like a cockney	location1	general	None
1257	i used to live in location1 and do n't think you ' ll find that same village feel in central london	location1	general	None
1258	15 eccleston street , location1	location1	general	None
1259	i think in deciding between location2 and location1 you really have to think about your commute	location1	general	None
125	like you said , you had to be born within the sound of location1 bells	location1	general	None
1260	wembley , if i remember correctly , was part of location1	location1	general	None
1261	the problem with location1 is that even though its geographically close , its the the other side of the thames	location1	general	None
1262	location1 has the direct fast train to location2	location1	general	None
1263	the english spoken in location1 is english but with a london dialect	location1	general	None
1264	also , nearby location1 is also great , they have a microbrewery that brews and sells its own beer on site	location1	general	Positive
1265	on the whole location1 is a better bet than south london and the tube or the overground or buses will get you around very easily because public transport links are very good	location1	general	Positive
1266	i prefer gravadlax assuming you want to keep kosher , location1 is the place to go for the top restaurants	location1	general	None
1267	in location1 they are called bricks	location1	general	None
1268	( try location1 , if you have n't already seen it	location1	general	Positive
1269	location1 ' s located in the area known as location2 , which is the eastern section of north london	location1	general	None
126	areas like location1 are much more dangerouse , it just doesnt get that much bad publicity	location1	general	None
1270	the 277 bus that takes you to the location1 passes through the area	location1	general	None
1271	getting to the london from location1 is easy , buses go every few minutes	location1	general	None
1272	no point being in zone6 when you want location1 in zone1 .	location1	general	None
1274	try location1 , it has great transport connections and has had a lot of development in the last few years west london	location1	general	Positive
1275	here ' s a good guide to walks , with informationand it ' s free , with articles and history to read about : location1 is still charming , and katherine parr lived here with her husband thomas seymour , where he `` played `` with the young princess elizabeth	location1	general	Positive
1276	true location1 is nice , but you are young	location1	general	Positive
1277	i guess when you ' re living in a 3 million pound location1 you do n't really care what the view is like outside	location1	general	None
1278	location1 is a boring south london suburb at the end of the northern line it is n't in central london	location1	general	Negative
1279	i moved to location1 from leeds , which is obviously in yorkshire	location1	general	None
127	if i had the money , i would live near location1	location1	general	None
1280	location1 is a big flea market , with a street of great indian curry houses	location1	general	None
1281	for gods sake do n't move to location1 its horrible	location1	general	Negative
1282	in location1 you ' ve got the big three : the vanda , the natural history museum , and the science museum	location1	general	None
1283	location1 is probably the 2nd best theme park in england and is only 30 minutes from central london	location1	general	None
1284	the best is probably golders hill park , in location1there is a whole set of bird and animal enclosures right there in the park , so it ' s completely free	location1	general	None
1285	if you were to go out to somewhere like location1 , then you would have a very long commute to the london	location1	general	None
1286	location1 is a bit further out but again cheaper than central london	location1	general	None
1287	i must say location1 is one of my favorite places and i ' d love to live there	location1	general	Positive
1288	i think the farthest out in essex to be close to london would be location1	location1	general	None
1289	i rather like location1	location1	general	Positive
128	you still have easy access to countryside from location1	location1	general	None
1290	as for airports , if you choose location1 then location2 is the best bet	location1	general	None
1291	location1 is quite a green area of london	location1	general	None
1292	specifically in the location1 area	location1	general	None
1293	although location1 has had a bad reputation in the past , i have lived here for 8 years now and have found the area i live in very friendly and quiet	location1	general	None
1294	location1 is nicer but also more expensive , however the area seems to be in decline	location1	general	Positive
1295	location1 is reasonably priced	location1	general	None
1296	location1 is dull	location1	general	Negative
1297	location1 still has the original platform tiling unless they ' ve done anything to it since i was last there	location1	general	None
1298	that should be fairly simple for you to get to on the dlr from location1	location1	general	None
1299	personally , i preferred location1	location1	general	Positive
129	i live here in sunny location1 where you do not really need a car for getting about	location1	general	None
12	the shopping in location1 has always been good	location1	general	None
1300	i ' d say , if you have enough money , location1 is actually really lovely	location1	general	Positive
1301	around location1 ( n4 )good public transport , but choose the location carefully	location1	general	None
1302	nice , suburban and not too fast-paced location1 is a nice place	location1	general	Positive
1303	location1 is pretty horriblelots and lots of knife crime	location1	general	Negative
1304	location1 is a pretty rough area , with lots of council estates , it is quite a way out from the centre , about 10 miles , and has poor public transport	location1	general	None
1305	places such as location1 , which is south london are up and coming areas , that have quite a few council homes and nice area , it is very close to the london centre , only a few tube stops	location1	general	Positive
1306	would rather poke my eyes out with a big stick than end up in location1	location1	general	Negative
1307	i was out in location1 in london on saturday and saw a most amazing display along with a giant burning man and a rocket	location1	general	None
1308	the roger gracie academy has schools in location1 and ladbroke grove so check them out	location1	general	None
1309	location1 , location2 is the only london borough that you have mentioned	location1	general	None
130	but aside from this image you ' ll find location1 to be on balance a prosperous and youthful town	location1	general	Positive
1310	i do love location1 but unfortunately due to the increase in rent i will moving further out	location1	general	Positive
1311	location1 is a pleasant and safe area	location1	general	Positive
1312	you can also try location1 south london is the best place to live but you mentioned noth london	location1	general	Positive
1313	as for location1 , its equally affluent and comes with some of the most exclusive real state in the world	location1	general	None
1314	location1 in essex however is an extremely expensive area with prices from 900-2000 per month for a 1bed apartment	location1	general	None
1315	the area of london where location1 is heavily populated by ethnic minority groups , particularly bangladeshi muslims	location1	general	None
1316	i really like location1 and that kind of area , but it ' s very expensive	location1	general	Positive
1317	i see from an earlier question that you live in location1	location1	general	None
1318	look at david beckham after he married location1 { posh spice } { adams } beckham	location1	general	None
1319	you can buy a property round by location1 which is one of the cheapest areas in inner london	location1	general	None
131	you have been sadly misinformed about location1	location1	general	None
1320	thats very simple you should try tamarai in location1 `` awarded best late night bar in uk	location1	general	None
1321	location1 is definitely up and coming	location1	general	Positive
1322	all the way to location1	location1	general	None
1323	i do n't know location2 but location1 is one of the nicest areas of london	location1	general	Positive
1324	i spent a semester abroad in location1 right around the imperial college i would imagine that area would be greatly expensive but it was a great place to live	location1	general	None
1325	look in location1 is much , much nicer- but is pricer	location1	general	Positive
1326	i live in location1 which is close to the center of town and is very nice in my opinion	location1	general	Positive
1327	i do n't know south london , but location1 i do , it has a big ikea , a bigger tesco ' s and a place where they burn rubbish	location1	general	None
1328	i live in location1 , location2 , and work in tower hamlets	location1	general	None
1329	location1 is not the best of areas	location1	general	Negative
132	if your office is in location1 , and you do n't want to commute too far , you could probably get quite a nice property for around 450,000 . if you ' re renting , expect to pay around 300.00 per week for a three bed property , if not more	location1	general	None
1330	location1 is funky but i agree , it can be scary at night	location1	general	Positive
1331	location1 however is an extremely wealthy jewish areaif that ' s what you want then go for it , nothing wrong with it just be aware of the background : )	location1	general	None
1332	most of lb location1 is nice	location1	general	Positive
1333	i ' ve previously lived in location2 , location1 , sw london and nw london	location1	general	None
1334	even location1 has nice bits	location1	general	Positive
1335	my rent for a one bedroomed flat in location1 ( e8 ) was 1200 a month	location1	general	None
1336	you should n't have too much of a problem finding a good private school there location1 is nice	location1	general	Positive
1337	mary greeno ( maiden name ) location1 is cool , that ' s where i ' m at	location1	general	Positive
1338	lots of the better areas are expensive and definitely location1	location1	general	Positive
1339	i have no idea but this website will help you find your answers location1 has good access to london via trains and busses but be warned its not the safest of places so dont go round flashing ya cash or your mobile phones e	location1	general	None
133	i live in location1 , the border	location1	general	None
1340	i need to known this information so that i can work out a type of target audience for the resturants around the location1 lane area	location1	general	None
1341	if you want cheap and nice , you could consider towns and cities surrounding london , like reading , slough , location1 , chelmsford etc or to get ever better , choose a village near a town which is near london	location1	general	None
1342	enjoy your time in location1 , it really is a fantastic and historical part of the world	location1	general	Positive
1343	i am based near to location1 , on location2	location1	general	None
1344	location1 also has a lot of cheap nice flats hope dis helps	location1	general	None
1345	location1its in essex	location1	general	None
1346	in location1 , you actually have to rent sun chairs	location1	general	None
1347	i think location1 ' s not that bad an area it ' s probably less rough than location1	location1	general	Positive
1348	i live in location1 which is quite boring	location1	general	None
1349	i am no fan of location1	location1	general	Negative
134	i lived for a while in location1/location2 in the south-east for a while	location1	general	None
1350	the location1 and the london	location1	general	None
1351	location1 is a large area , where abouts are you	location1	general	None
1352	the very centre of london ( places like location1 ) are very well off and there are lower levels of crime here as a result	location1	general	None
1353	location1 is a very low crime area as there is no council estate there	location1	general	None
1354	not that long ago a woman was shot in the head for her phone in location1	location1	general	None
